sf6,o2,chf3,pressure,rf_power,predicted_etch_rate_um_min,predicted_selectivity,predicted_nonuniformity_pct,predicted_anisotropy_auxiliary,nominally_meets_primary_specs,prediction_confidence_state,supported_prediction_confidence_state,inside_design_hull,inside_leverage_envelope,inside_design_region,prediction_leverage,meets_all_primary_specs,grid_row,grid_column
34.5,2.0,12.0,100.0,100.0,0.3646038844696968,11.854152462121213,5.126088068181817,0.7201810700757569,False,uncertain,unsupported,False,True,False,0.6497407433712122,False,0,49
35.0,2.0,12.0,100.0,100.0,0.36627329545454534,12.058806818181818,5.097064393939393,0.712603219696969,False,uncertain,unsupported,False,True,False,0.6621685606060607,False,0,50
35.5,2.0,12.0,100.0,100.0,0.36787062689393923,12.263205492424243,5.066125946969696,0.7047746306818176,False,uncertain,unsupported,False,True,False,0.6760835464015152,False,0,51
36.0,2.0,12.0,100.0,100.0,0.3693958787878786,12.467348484848484,5.033272727272727,0.6966953030303022,False,uncertain,unsupported,False,True,False,0.691539393939394,False,0,52
36.5,2.0,12.0,100.0,100.0,0.37084905113636346,12.671235795454546,4.998504734848484,0.6883652367424236,False,uncertain,unsupported,False,True,False,0.7085949100378788,False,0,53
37.0,2.0,12.0,100.0,100.0,0.3722301439393938,12.874867424242424,4.961821969696969,0.6797844318181812,False,uncertain,unsupported,False,True,False,0.7273140151515152,False,0,54
37.5,2.0,12.0,100.0,100.0,0.37353915719696956,13.078243371212121,4.9232244318181815,0.670952888257575,False,uncertain,unsupported,False,True,False,0.7477657433712122,False,0,55
38.0,2.0,12.0,100.0,100.0,0.37477609090909075,13.281363636363636,4.882712121212121,0.6618706060606052,False,uncertain,unsupported,False,True,False,0.7700242424242425,False,0,56
38.5,2.0,12.0,100.0,100.0,0.3759409450757574,13.484228219696968,4.840285037878788,0.652537585227272,False,uncertain,unsupported,False,True,False,0.7941687736742424,False,0,57
39.0,2.0,12.0,100.0,100.0,0.3770337196969695,13.68683712121212,4.795943181818181,0.6429538257575751,False,uncertain,unsupported,False,True,False,0.8202837121212122,False,0,58
39.5,2.0,12.0,100.0,100.0,0.3780544147727271,13.889190340909089,4.749686553030302,0.6331193276515145,False,uncertain,unsupported,False,True,False,0.8484585464015152,False,0,59
40.0,2.0,12.0,100.0,100.0,0.3790030303030301,14.091287878787877,4.701515151515151,0.6230340909090901,False,uncertain,unsupported,False,True,False,0.8787878787878788,False,0,60
40.5,2.0,12.0,100.0,100.0,0.3798795662878786,14.293129734848485,4.651428977272727,0.6126981155303023,False,uncertain,unsupported,False,False,False,0.9113714251893941,False,0,61
41.0,2.0,12.0,100.0,100.0,0.38068402272727253,14.494715909090907,4.59942803030303,0.6021114015151507,False,uncertain,unsupported,False,False,False,0.9463140151515153,False,0,62
41.5,2.0,12.0,100.0,100.0,0.381416399621212,14.696046401515149,4.54551231060606,0.5912739488636356,False,uncertain,unsupported,False,False,False,0.9837255918560606,False,0,63
42.0,2.0,12.0,100.0,100.0,0.3820766969696968,14.89712121212121,4.489681818181818,0.5801857575757569,False,uncertain,unsupported,False,False,False,1.0237212121212123,False,0,64
42.5,2.0,12.0,100.0,100.0,0.3826649147727271,15.097940340909087,4.431936553030303,0.5688468276515144,False,uncertain,unsupported,False,False,False,1.0664210464015151,False,0,65
43.0,2.0,12.0,100.0,100.0,0.38318105303030287,15.298503787878786,4.3722765151515155,0.5572571590909083,False,uncertain,unsupported,False,False,False,1.1119503787878788,False,0,66
43.5,2.0,12.0,100.0,100.0,0.3836251117424241,15.4988115530303,4.310701704545455,0.5454167518939386,False,uncertain,unsupported,False,False,False,1.160439607007576,False,0,67
44.0,2.0,12.0,100.0,100.0,0.38399709090909073,15.698863636363631,4.247212121212121,0.5333256060606053,False,uncertain,unsupported,False,False,False,1.2120242424242424,False,0,68
44.5,2.0,12.0,100.0,100.0,0.38429699053030286,15.898660037878784,4.1818077651515155,0.5209837215909083,False,uncertain,unsupported,False,False,False,1.2668449100378787,False,0,69
45.0,2.0,12.0,100.0,100.0,0.3845248106060604,16.098200757575754,4.114488636363637,0.5083910984848476,False,uncertain,unsupported,False,False,False,1.3250473484848486,False,0,70
45.5,2.0,12.0,100.0,100.0,0.38468055113636346,16.29748579545454,4.045254734848486,0.4955477367424234,False,uncertain,unsupported,False,False,False,1.386782410037879,False,0,71
46.0,2.0,12.0,100.0,100.0,0.3847642121212119,16.496515151515148,3.974106060606061,0.4824536363636355,False,uncertain,unsupported,False,False,False,1.452206060606061,False,0,72
46.5,2.0,12.0,100.0,100.0,0.38477579356060587,16.69528882575757,3.9010426136363647,0.46910879734848404,False,uncertain,unsupported,False,False,False,1.5214793797348483,False,0,73
47.0,2.0,12.0,100.0,100.0,0.3847152954545453,16.89380681818181,3.826064393939395,0.4555132196969689,False,uncertain,unsupported,False,False,False,1.5947685606060604,False,0,74
47.5,2.0,12.0,100.0,100.0,0.38458271780303016,17.092069128787873,3.7491714015151527,0.44166690340909004,False,uncertain,unsupported,False,False,False,1.672244910037879,False,0,75
48.0,2.0,12.0,100.0,100.0,0.38437806060606045,17.29007575757575,3.6703636363636374,0.4275698484848477,False,uncertain,unsupported,False,False,False,1.7540848484848486,False,0,76
48.5,2.0,12.0,100.0,100.0,0.38410132386363616,17.487826704545448,3.589641098484849,0.41322205492424163,False,uncertain,unsupported,False,False,False,1.840469910037879,False,0,77
49.0,2.0,12.0,100.0,100.0,0.3837525075757574,17.68532196969696,3.507003787878789,0.3986235227272719,False,uncertain,unsupported,False,False,False,1.9315867424242423,False,0,78
49.5,2.0,12.0,100.0,100.0,0.3833316117424241,17.882561553030293,3.422451704545456,0.38377425189393866,False,uncertain,unsupported,False,False,False,2.0276271070075755,False,0,79
50.0,2.0,12.0,100.0,100.0,0.3828386363636362,18.079545454545446,3.33598484848485,0.3686742424242415,False,uncertain,unsupported,False,False,False,2.128787878787879,False,0,80
10.0,2.2,12.0,100.0,100.0,0.19807536174242438,1.5876553030302922,4.175441287878788,0.7869593560606059,False,rejected,unsupported,False,False,False,2.0276271070075755,False,1,0
10.5,2.2,12.0,100.0,100.0,0.2032837017045456,1.8025880681818105,4.240350852272727,0.7917395738636361,False,rejected,unsupported,False,False,False,1.929125852272727,False,1,1
11.0,2.2,12.0,100.0,100.0,0.2084199621212123,2.0172651515151427,4.303345643939394,0.7962690530303027,False,rejected,unsupported,False,False,False,1.8356776751893937,False,1,2
11.5,2.2,12.0,100.0,100.0,0.21348414299242435,2.2316865530302943,4.364425662878787,0.8005477935606058,False,rejected,unsupported,False,False,False,1.7470857007575757,False,1,3
12.0,2.2,12.0,100.0,100.0,0.2184762443181819,2.445852272727265,4.423590909090908,0.8045757954545452,False,rejected,unsupported,False,False,False,1.6631581676136364,False,1,4
12.5,2.2,12.0,100.0,100.0,0.22339626609848495,2.6597623106060526,4.480841382575757,0.8083530587121209,False,rejected,unsupported,False,False,False,1.5837084280303029,False,1,5
13.0,2.2,12.0,100.0,100.0,0.22824420833333348,2.8734166666666603,4.536177083333333,0.811879583333333,False,rejected,unsupported,False,False,False,1.5085549479166667,False,1,6
